"순번","민원제목","민원내용","민원등록일","민원수정일","민원답변일","처리부서","진행상태","민원인주소_법정동"
625,"(SPP-1708-1400108)보안등 동진면 683 불이 안들어와요 * 첨부파일촬영","전라북도 부안군 동진면 동전리 1691동진반곡다리앞 도로가위험해요*  *(1/1) G: 2017/08/10 17:12:23G:*","2017-08-14",,"2017-08-17","동진면","처리완료","부안읍"
626,"불법주정차단속","안녕하세요. 민원제기 : 이언석(서울 관악구 봉천로12길39, 305호, 010 5000 7582)민원대상 : 임석산(익산시 덕기동 381-36번지 소재 서울모터스, 010-9444-4000)민원중고차 구입후 1일내에 발견된, 사전고지 되지 않은 중대하자의 처리에 대하여 2017년 12월 22일 서울모터스의 임석산님으로부터 BMW X5 3.0, 2006년식을 차량가액 630만원과 상사매입비, 수수료, 이전비 등 도합 총 7,376,000 원을 입급하고 구입하였습니다. 중고차 매매사이트인 엔카(www.encar.com) 에 임석산님이 올리신 매물이었으며, 동일연식 동일 차량에 비해 가격이 저렴하여 임석산님게 전화로 문의한 바 &ldquo;후방 추돌사고가 있긴 하였으나, 사고라 할수도 없는 사고이며, 단순교환할정도이며, 완벽하게 수리되었다&rdquo;고 설명을 들었으며, &ldquo;전문가가 점검한 성능전검표를 보시고 판단하셔라, 요즘 딜러들은 속이거나 나쁜 짓을 하지 못한다&rdquo;고 하였습니다. 사고차지만 &ldquo;사고가 경미하며, 완벽히 수리되었다&rdquo;는 딜러의 말과 가격이 저렴하였기에, 2017년 12월 22일 금요일 하루 시간을 내어 서울에서 익산까지 고속버스를 타고 가서 시승하고 구입하였습니다. 구입후 서울로 올라오는 길에 보니, 차량이 완벽히 수리되지 않았으며 오히려 다음과 같은 문제가 있습니다. 1. 엔진경고등이 점멸... 시승시 들어오지 않았던 엔진경고등이 잔금을 지급하고 매매상을 나와 3킬로정도 주행하고 엔진경고등이 들어와서 임석산님께 연락드렸더니, 별문제 아니니 정비업소에서 코드를 지워주겠다고 하였습니다.코드를 지우자 서울까지 올라오는 동안 엔진경고등은 들어오지 않았지만, 지금은 다시 엔진경고등이 들어오고 있습니다. 2. 시승당시 임석산님 본인이 아닌, 후배라는 분이 &ldquo;임석산사장이 않계시니, 대신 차를 보여주겠다&rdquo;고 하였고, 시승시 동승했던 후배에게 차에 대해 물어보았지만, 잘 모른다고 하였습니다. 임석산님은 계약서 작성시에 뵈었으며 &ldquo;차량은 완벽 수리가 되었으며, 중고차는 잔금치루고 차를 인도하면 이후 어떤 문제 발생시 책임지지 않는다&rdquo;고 자신있게 말하였으며, &lsquo;모든 품목 AS없음&rsquo;으로 계약서에도 명시하였습니다. 저는 이것을 현상태에서 문제없음으로 받아들였습니다. 3. 그러나 잔금치루고 매매상을 나와 노면이 않좋은 곳을 달리다보니 뒷좌석 시트는 차량에 고정이 되지 않아 덜렁거렸고, 확인해보니 시트를 차체측에 고정하는 장치의 용접이 잘못되어 시트를 고정할수가 없는것이었습니다.  즉 사고는 임석산님의 말씀대로 단순교환정도의 사고가 아니었으며, 차의 중요한 부분에 용접이 가해진 큰 사고였습니다.  하지만, 이것을 가리기 위해 시트와 차체의 결합 부위에 수건 두개를 대놓아 소리만 않나도록 임시방변처리를 한 것이었습니다. 이부분은 서울에 올라와 수입차정비업체에 저의 비용으로 수리를 하였습니다. 4. 사고 후 완벽하게 수리되었다고 하였지만, 트렁크리드는 천장쪽의 단차가 커서 차량 내부에서 바깥족으로 보면 틈새가 훤히 보이며, 세차시 물이 들어칠 정도입니다. 심지어 비라도 온다면 차 내부가 흥건히 젖을 정도입니다. 또한 트렁크가 닫은 상태에서 주행하면 잡소리가 너무 시끄러워 운전중에 소름이 끼치며, 트렁크를 연 상태에서 주행하면 잡소리가 나지 않습니다. 2017년 12월 25일 상기문제에 대해 임석산님과 통화하고, 상기문제가 해결될때까지는 차량이전등록을 하지 말아달라고 부탁하였는데, 임석산님은 다음과 같이 말씀하셨습니다. 1. 명의이전을 연기하는 것은 내일까지만 기다려주겠다.2. 차량을 익산으로 다시 보내주되 수리해야된다면 수리비는 판매자가 부담하나, 탁송비는 저에게 부담하라 하였습니다.3. 만일 원하면 환불가능하지만, 저에게 광고비 12만원 및 마당비 6만원, 총 18만원을 부담하라고 하였습니다. 일단 저는 알겠다고 하였고 뒤처리를 위해 감사하다고 말하기는 하였으나, 아무리 생각해도 이건 아니라는 생각이 들어 글을 쓰게 되었습니다. 제가 임석산님께 상기문제(엔진경고등 및 단순교환이라 고지하였지만, 중대사고후 수리미비로 인한 물샘, 잡소리)등을 미리 고지를 받았다면 차량을 구입하지 않았을 것입니다. 그런데, 개인이 아닌 딜러에게 구입하는 것이라 신뢰하였고, 더구나 성능점검표를 제시하였기에 무조건 믿고 구입하였는데, 일반인으로써 아무리 자세히 확인하였다하더라도 고지되지 않은 문제까지 알수 있을 정도의 전문지식은 없는거 아닌가요? 답답하고 억울합니다. 제가 원하는 것은 다음과 같습니다.1. 딜러의 &ldquo;완벽히 수리되었다&rdquo;는 말대로 문제 없게, 불안하지 않게 수리를 해주었으면 합니다. 지금은 임석산님을 신뢰하지 못하는 상황에서 차량에 문제가 없다는 것은, 제가 신뢰하는 정비업체의 확인을 받아야 하며, 그때까지는 차량 이전이 되어서는 않됩니다.2. 만일 차량의 수리가 완전치 않을시, 임석산님의 말씀대로 환불을 하고 싶습니다. 하지만, 딜러로서의 당연의무였던 사전고지의무를 다하지 않은 임석산님으로 인해 발생한 환불인데, 제가 차량매매로 익산을 다녀오고, 서울에 올라와서는 수리 때문에 정비소에서 오가며 시간 및 비용을 생각해도 억울한데, 서울에서 익산까지의 탁송비용과 환불시 광고비다 마당비다 탁송비다 저에게 부담시키는 것은 부당하다고 생각합니다.3. 이글을 쓰기 때문에 저에게 불이익이 생길까봐 걱정이 됩니다만, (딜러로써 10년넘은 중고차에 대해 모두 알수는 없지만) 몰라서 사전고지 하지 않은 것이 아니라, 고의성이 있다고 생각됩니다.전화통화로 단순교환정도의 사고라고 말한점, 시승시 본인이 직접 동승하지 않고 차에 잘 모르는 후배를 동승하게 한점, 고정되지 않는 뒷 시트에서 소리날까봐 수건으로 임시방편으로 처리한점. 엔진경고등을 삭제하면 일순간 문제없이 보이는 것을 여러번 반복한 점, 계약서에 이후 발생하는 모든 사항에 AS 없음이라고 기재하는 점 등이 고의성을 생각해보게 됩니다.   선처바랍니다. 감사합니다.","2017-12-22","2017-12-22","2017-12-26","교통행정과","처리완료","부안읍"
627,"가로등 고장","전라북도 부안군 부안읍 봉덕리 574-2가로등 고장 (석정로 100)*  *(1/1) C: 2018/03/26 23:16:58G:  *","2018-03-28",,"2018-04-02","보안면","처리완료","부안읍"
628,"(SPP-1805-1000219)점멸등이 떨어져있어 위험합니다 * 첨부파일촬영시간 안","태양광시설 설치 관련*스캔 참고","2018-05-10",,"2018-05-11","건설교통과","처리완료","부안읍"
629,"배산 풋살장","배산 풋살장 잔디 교체한지 오래되지 않았지만 경기 할 때 먼지가 너무 많이 날려서 경기 하는데 어려움이 많습니다.잔디 교체등 개선 바랍니다!","2018-09-15","2018-09-15","2018-09-19","체육진흥과","처리완료","변산면"
630,"유기동물 보호센터","익산 동물보호소에서 강아들에게 막대기로 제압하고 목줄잡아 올리는 모습 강아지 목잡아 조르는 모습철장안에 갇혀 있는 강아지들은 서지도 앉지도 눕지도 못한채 갇혀 있고 물그릇 하나없고 추운겨울에 이불하나 없고철장 바람막이 하나 없군요동물을 다루는 모습 말못하는 강아지에게 이렇게 해도 됩니까?시청 담당 공무원부터 동물보호소 소장 하루빨리 교체가 필요합니다정말 동물을 아끼고 사랑할쭐아는 인간이 동물기관에서 일 하기를 간절히 바랍니다동물사랑은 못하면 애처러운 마음은 여길쭐 아셔야 인간이죠인간이면 부끄러운줄 아십시요인간은 뿌린대로 거두기 마련입니다말 못하는 동물에게 잘해야 복을 받습니다제발 동물에게 이렇게 하지마십시요사랑으로 잘 보살펴 주십시요","2016-11-19","2016-11-19","2016-11-21","축산과","처리완료","부안읍"
631,"칠연계곡 불법시설","안녕하세요오늘 부모님께서 웅포곰개나루캠핑장을 예약 후 입금을 하셨는데예약확인문자가 도착하지 않아 문의를 드립니다.문자가 오지 않을 경우 익산시청 시민의 소리 게시판에 글을 남겨달라는 설명을 들어 글을 남기게 되었습니다.예약자명 : 이창용   연락처 : 010 7240 7075   입니다.바로 내일 캠핑장 예약을 하였기에 빠른 답변이 있었으면 좋겠습니다.수고하세요.","2018-08-06",,"2018-08-16","교육협력","처리완료","주산면"
632,"익산시 미세먼지 전국 최고","http://blog.naver.com/kcn0987/220992382417 익산이 전국에서 미세먼지가 제일 좋지 않다는 뉴스를 봤습니다. 익산시의 대책은 무엇인지 궁금합니다.","2017-05-03","2017-05-03","2017-05-20","녹색환경과","처리완료","백산면"
633,"유기견보호소","비상대피로’ 표지 부착·활용을 통한 인명피해 최소화 및 재난안전도 제고 방안","2016-11-09","2016-11-09","2016-11-10","축산과","처리완료","장승배기로"
634,"「지진·화재대피 행동요령」 게시·활용을 통한 안전문화 정착 및 인명피해 최소화 방안","부송동 주공2차(아름드리)아파트 204동 옆 장애인 전용 주차장에 주차되어 있는 89버 3044 차량의 경우 첨부파일 내용과 같이 단속을 피하기 위해 차량 뒤 등록번호판을 검정 락카스프레이 페인트로 등록번호판의 """"""""버"""""""" 부분을 색칠하여 위반하였기에 신고합니다. ","2018-04-23",,"2018-05-18","안전총괄과","처리완료","상서면"
635,"가로등설치와 송전탑 지중화","용곤마을과 외검마을로 나주어 지는  곳 외검마을   입구쪽에 가로등좀 설치부탁요 이번에 도로 확장포장할 때에 같이 하면 좋을것 같아요 외검마을에 송전탑이 너무 많아요 인근 마을에  살고있습니다.   외검길 32-50 송전탑에서 비행기 울리는 소리에잠을 잘수가 없어요어렵지만  꼭 좀 부탁드립니다.","2018-05-03","2018-05-03","2018-05-04","민생경제과","처리완료","변산면"
636,"(SPP-1711-1500840)가로등점멸 * 첨부파일촬영시간 안내(안전신문고 운영관","전라북도 부안군 부안읍 봉덕리 873봉덕주공1차 입구 부근 불법광고물 부착*  *(1/1) C: 2017/11/15 22:47:17G:*","2017-11-15",,"2017-11-17","부안읍","처리완료","부안읍"
637,"가력도와 사당도, 비안도 등을 부안군 관할 도서로 환수하는 절차 준비에 나서 줄 것을 요청","부안군의 항구에서 접근하기 쉽고, 지리적으로 가력도, 사당도, 비안도 등은 당연히 부안군 땅으로 환수되어야 합니다. 또한 이지역은 부안어민들이 개발해 대대로 이어온 어장이며, 원래 구한말에 섬은 섬이 다스리는 것을 전제로 하여 일시적으로 지도군에 편입되어 고군산면에 합쳐진 지역인데, 지도군의 옛 전북 지역 (원래부터 위도면은 전라남도 지역이기 때문에)을 일제가 멋대로 군산에 편입시키는 바람에 부당하게 넘어간 지역입니다.또한 북가력도, 남가력도 모두 행정자치부 결정에 의하면 부안군 지번 안에 둘러싸인 지역으로, 군산시에서는 2호 방조제를 거쳐야 접근이 가능하며 (더이상 군산시 관할 비안도리 496 남가력도와 비안도리 495 북가력도는 섬이 아닙니다)현재 비안도 일대에서는 고군산군도로 가는 배가 운행되지 않아, 가력도항에서 배로 접근해야 합니다.또 사당도라는 조그만 무인도서는 부안군의 변산반도에서 훨씬 가깝습니다. 따라서 이들 지역을 하루빨리 부안군으로 환수하는 것이 타당하다고 생각되며, 미리 환수 요구 자료를 준비하여행정자치부가 이같은 모호한 시·군 경계를 반강제적으로 조정할 수 있도록 법안을 입법예고한 것을 20대 국회에서 통과시키는 대로 경계조정 신청을 낼 필요가 있다 생각합니다.비안도 주민들이 부안군 복귀를 원치 않는 경우에는 비안도는 군산에서 환수하지 않더라도 가력도랑, 변산반도 옆의 사당도 일대를 환수하여야 합니다.부안군의 발전을 위한 고견을 정책에 반영하여주시기 바랍니다.","2016-05-23",,"2016-05-30","자치행정과","처리완료","계화면"
